padron;deuda;pagado;superficie;valuacion_yb;valucion_smt
675358;1412;0;451;72788;135386
675359;1699;0;210;46453;86403
675360;1741;0;215;48101;89468
675361;2230;0;211;85377;158801
675362;2300;0;207;95816;178219
675363;540;0;199;28614;53222
675364;540;0;208;25488;47407
675365;695;0;221;31428;58457
675366;515;0;220;18553;34509
675367;1775;0;232;114849;213619
675368;657;0;195;55182;102639
675369;786;0;199;35311;65678
675370;540;0;224;18145;33750
675371;540;0;216;37868;70435
675372;2905;0;210;136167;253271
675373;727;0;214;61781;114914
675374;1429;0;210;74228;138064
675375;2193;0;220;80558;149838
675376;554;0;214;43768;81409
675377;540;0;216;25539;47503
675378;540;0;216;31437;58473
675379;540;0;208;16929;31489
675380;540;0;225;18926;35202
675382;2219;0;210;84321;156837
675383;4869;0;1147;305875;568927
675385;4988;0;2844;824460;1533496
675386;2836;0;1671;361229;671887
675387;3790;0;1300;312999;582178
675388;3846;0;711;415595;773006
675389;3667;0;720;261009;485478
675390;744;0;873;46834;87111
675391;2943;0;566;125076;232642
675392;3754;0;621;39736;73909
675399;4849;0;747;380996;708652
675401;2967;0;541;166393;309492
675404;684;0;513;57979;107842
675405;2492;0;436;122963;228712
675406;6777;0;1210;1062136;1975574
675407;3067;0;807;493792;918453
675408;2966;0;770;74144;137909
675409;2966;0;1084;74189;137993
675410;3885;0;1460;467452;869462
675411;4140;0;3750;583363;1085056
675413;9034;0;3128;463295;861729
675415;2717;0;818;293314;545564
675416;3988;0;1601;396501;737492
675417;4047;0;976;424278;789157
675420;5072;0;1166;375838;699060
675422;5267;0;992;348763;648699
675423;3462;0;1328;245488;456607
675424;3790;0;1327;314405;584795
675425;3988;0;1245;397525;739397
675426;2803;0;1244;139353;259197
675427;5658;0;1245;436195;811322
675428;2892;0;1244;68220;126889
675429;4800;0;1358;743290;1382520
675430;3913;0;911;445363;828376
675431;2661;0;998;82316;153109
675432;2656;0;540;50422;93785
675433;3918;0;540;368214;684878
675434;3797;0;2880;476360;886029
675436;3897;0;552;187510;488192
675437;5542;0;1804;535615;1169997
675439;5144;0;1445;481421;895443
675444;2923;0;936;411037;764530
675450;2833;0;495;64193;636925
675451;5316;0;498;358807;667382
675452;4834;0;553;250290;465540
675453;5769;0;5341;1325357;2465164
675455;50827;0;299980;4144898;7709510
675456;56590;0;96055;1932310;3594097
675458;1449;0;443;98198;78160
675459;864;0;342;45140;83961
675460;855;0;341;25988;48339
675461;4644;0;548;229743;427323
675462;1819;0;358;122975;228735
675463;620;0;419;27907;51908
675464;3415;0;419;154314;287024
675465;1256;0;419;28465;52946
675466;3752;0;1349;298508;555226
675467;631;0;419;28463;52942
675468;2731;0;419;56373;104854
675469;2485;0;419;160066;297723
675472;657;0;419;29598;55053
675473;2800;0;419;61862;115065
675474;3453;0;419;170132;316445
675475;2537;0;419;131127;243896
675476;4267;0;419;121096;225238
675478;3191;0;1505;564892;1050700
675479;6044;0;1563;527022;1703326
675480;684;0;1715;57933;107756
675481;2300;0;626;95598;177813
675482;3447;0;575;168517;313441
675485;2898;0;462;210016;390631
675486;4939;0;462;331364;616338
675487;3527;0;500;303518;564543
675488;4976;0;1122;341764;635681
675489;4362;0;1263;556805;1035657
675490;540;0;359;35348;65748
675491;668;0;359;56217;104563
675492;569;0;359;46066;85684
675493;3602;0;440;305024;567344
675494;3410;0;665;152372;283412
675495;1418;0;392;73042;135859
675496;1325;0;427;63426;117973
675497;705;0;359;59632;110915
675498;3491;0;309;187401;348567
675499;636;0;309;53509;99528
675500;540;0;309;16470;30635
675501;569;0;309;46346;86204
675502;2476;0;309;120014;223227
675503;540;0;341;30531;56788
675504;2198;0;341;81073;150796
675505;3918;0;564;368438;685295
675506;559;0;493;44600;82957
675507;1385;0;478;69954;130114
675508;2921;0;495;138930;258409
675509;3496;0;1068;188154;349967
675511;515;0;522;33603;62502
675513;3458;0;1916;173341;322416
675514;3458;0;396;173620;322933
675515;3458;0;450;171336;318686
675516;647;0;716;54916;102145
675517;2230;0;308;85685;159375
675518;540;0;341;39789;74008
675519;684;0;341;57762;107437
675520;2257;0;341;89864;167147
675521;706;0;309;62447;116152
675522;2433;0;309;114321;212638
675523;540;0;309;35275;65611
675524;2215;0;435;83522;155351
675525;668;0;416;56645;105361
675526;4031;0;915;415710;773221
675527;549;0;358;42507;79064
675528;583;0;304;49086;91301
675529;2332;0;307;100186;186347
675530;2792;0;339;156363;290836
675531;620;0;416;52185;97064
675532;3565;0;542;218443;406305
675533;515;0;454;37269;69321
675534;2334;0;342;116508;216706
675535;3726;0;329;285169;530414
675536;3694;0;308;272560;506963
675537;3274;0;306;160198;297969
675538;668;0;333;56048;104250
675539;541;0;817;61781;114914
675540;2419;0;617;113872;211802
675541;2788;0;891;135141;251363
675542;546;0;1129;61955;115236
675543;4161;0;1373;97962;182210
675544;2289;0;1720;93845;174551
675545;32047;0;59192;1590487;2958306
675546;5052;0;1668;449470;836014
675547;2944;0;648;140779;261849
675548;3892;0;842;356485;663063
675549;2988;0;2538;447509;832368
675552;5682;0;1721;582971;1084327
675553;40408;0;15383;556590;1035257
675554;3587;0;656;227935;423960
675555;3641;0;641;250600;466116
675556;3126;0;641;243157;452272
675557;4522;0;512;262654;488536
675558;4649;0;505;233213;433776
675559;3832;0;504;246593;458663
675560;4512;0;478;259678;483002
675561;3496;0;441;82911;498258
675562;3635;0;432;246945;459318
675563;6124;0;645;84521;433353
675564;4497;0;648;94415;175612
675565;4132;0;1970;579258;1077420
675566;3427;0;1079;257409;478782
675567;3415;0;327;154764;287862
675568;3443;0;489;166441;309580
675570;540;0;492;1700;93944
675574;1775;0;632;114180;212375
675576;1415;0;464;44077;81983
675577;3550;0;464;210305;391168
675578;1699;0;492;46447;86393
675579;5434;0;1141;591055;1099363
675580;2470;0;477;151772;282297
675581;3779;0;1078;167094;310796
675582;9013;0;2142;1715519;3190866
675583;7329;0;1776;1142179;2124454
675584;4095;0;937;444196;826205
675585;5547;0;951;469803;873835
675586;4418;0;955;155780;289752
675587;3587;0;959;225963;420292
675588;3502;0;947;247075;459561
675589;3940;0;967;376498;700286
675590;2921;0;965;139519;259505
675594;4303;0;811;533431;992183
675595;2714;0;499;200404;372752
675601;3499;0;697;291436;542072
675602;2557;0;818;201358;374525
675603;2745;0;550;126552;235387
675604;3796;0;600;317028;589673
675611;540;0;2533;4700;291310
675613;3091;0;788;506188;941510
675614;4412;0;1086;155079;288447
675615;4286;0;2011;610708;1135917
675616;7326;0;1197;814025;1514086
675617;3072;0;1179;115783;215356
675619;3106;0;2366;516404;960513
675620;4073;0;1187;434476;808126
675621;3918;0;1189;367584;683707
675622;2668;0;550;265620;494053
675624;2728;0;549;300364;558678
675626;2645;0;597;251863;468466
675628;4949;0;1230;334408;621999
675629;2772;0;521;325629;605671
675632;3750;0;514;321337;597687
675634;3527;0;1214;303531;564568
675635;4564;0;1214;202975;377533
675636;4895;0;1293;314922;585755
675637;1150;0;1143;77619;144373
675638;4719;0;1155;255106;474498
675639;5740;0;1156;602405;1120474
675640;4818;0;1545;247400;460164
675641;876;0;1547;79425;147732
675642;24650;0;19234;7032443;13080345
675645;7067;0;3950;1053660;1959808
675646;6134;0;611;85863;159706
675650;2936;0;947;419051;779435
675654;5316;0;6438;359771;669174
675656;14361;0;13956;5250769;9766431
675657;6072;0;3437;715729;1331256
675658;4147;0;1641;1109308;2063313
675659;3790;0;600;314363;584715
675662;2865;0;768;127552;237248
675663;2232;0;425;144977;269659
675665;5984;0;0;510160;948898
675667;631;0;450;28431;52882
675668;2961;0;450;73641;136973
675669;1648;0;450;43194;80341
675670;753;0;559;33981;63204
675675;51884;0;22632;1531799;2849147
675676;3694;0;2307;271326;504667
675677;3506;0;1076;194959;362625
675678;4789;0;1104;878562;1634126
675679;3412;0;661;222307;413491
675685;3576;0;541;221072;411195
675686;4278;0;778;123317;229370
675687;4502;0;841;615314;1144485
675688;3598;0;1221;233643;434576
675689;5271;0;851;528106;982278
675690;3551;0;2313;284765;529663
675691;3077;0;609;116888;217412
675692;885;0;614;40528;75382
675693;1010;0;684;68460;127337
675695;1747;0;480;114963;213831
675696;4869;0;699;306634;570340
675697;4113;0;1503;625795;1163979
675703;3536;0;730;87196;162186
675704;6188;0;730;92343;171758
675706;3457;0;1461;498534;927273
675707;5671;0;730;579224;1077358
675708;2880;0;730;386661;719189
675709;4014;0;791;409843;762308
675710;5009;0;1481;832137;1547776
675712;3513;0;693;84328;156850
675713;4020;0;693;412445;767149
675714;4288;0;1387;525526;977479
675716;4667;0;693;685007;1274114
675717;2988;0;693;89385;166257
675718;5781;0;693;465083;865056
675719;3961;0;693;387110;720025
675720;4991;0;813;348741;648659
675721;4858;0;747;302617;562869
675722;5233;0;1725;430990;801642
675724;5344;0;839;468696;871776
675725;5185;0;728;414429;770838
675726;4987;0;702;347529;646405
675727;3833;0;741;331683;616931
675730;1675;0;428;106334;197782
675733;540;0;425;40783;75856
675736;3507;0;531;83729;155737
675737;3485;0;540;184743;343622
675738;3613;0;606;239612;445678
675745;1407;0;450;43263;80470
675746;1407;0;450;43263;80470
675747;1381;0;499;41158;76555
675748;2880;0;495;387165;720127
675749;1401;0;450;71816;133578
675750;2159;0;450;73755;137185
675751;2683;0;441;52953;98493
675752;1389;0;450;42094;412826
675753;1626;0;450;42094;78295
675754;1615;0;440;41249;76724
675755;2894;0;450;133603;248502
675756;738;0;450;62379;116025
675757;2369;0;488;105219;195708
675758;2348;0;483;102435;190530
675759;2955;0;450;146171;271878
675760;2481;0;450;121019;225097
675761;2788;0;441;135564;252150
675762;2905;0;450;135223;251516
675763;2859;0;450;126234;234795
675764;3694;0;440;274706;510954
675765;1623;0;450;85953;159873
675766;1389;0;450;42094;78295
675767;3539;0;477;208467;387750
675768;2921;0;472;138938;258426
675769;1755;0;450;111345;207102
675770;4364;0;450;143960;267767
675771;3523;0;446;274253;510111
675772;866;0;441;39152;72822
675773;2149;0;442;118527;220461
675774;4754;0;442;231957;431440
675775;871;0;443;39288;73076
675776;871;0;443;39331;73157
675777;871;0;444;39375;73238
675778;515;0;449;40950;76168
675779;1609;0;449;40954;76175
675780;871;0;444;39375;73238
675781;3496;0;443;188593;350784
675782;4444;0;443;161206;299844
675783;2205;0;442;134515;250198
675784;2485;0;442;162367;442132
675785;3347;0;441;81485;151563
675786;788;0;446;40632;75575
675787;1381;0;441;41257;76739
675788;2653;0;450;256133;476407
675789;2678;0;450;52196;78295
675790;4832;0;441;294287;441431
675791;2955;0;450;146420;272342
675792;1654;0;450;43263;80470
675793;4481;0;445;169881;315979
675794;1576;0;441;41266;76755
675795;1389;0;450;42094;391475
675796;4577;0;450;192333;357739
675797;1637;0;441;42423;78907
675798;3433;0;450;230804;429296
675799;2882;0;450;131013;243684
675800;4466;0;440;166934;310497
675803;2087;0;435;79282;147465
675804;2672;0;399;83591;155481
675805;3443;0;450;166968;310561
675806;3507;0;450;344877;641471
675807;5366;0;2267;474719;882978
675808;5460;0;2246;692902;1684430
675809;549;0;303;42974;79932
675810;399;0;303;42500;289536
675826;16695;0;24200;567578;1122801
675833;4740;0;534;263141;489443
675835;2167;0;2345;74715;138971
675836;4209;0;2345;109149;203018
675837;8822;0;4226;2451679;4560124
675839;2653;0;728;255607;475430
675840;3506;0;642;193400;385996
675841;786;0;644;35561;66144
675844;4301;0;653;131481;244555
675845;3742;0;1316;294905;548524
675853;1182;0;482;80077;133768
675854;2959;0;808;432935;805259
675855;6717;0;2236;676005;1257370
675856;5318;0;1603;460799;857086
675857;3790;0;1774;424872;790263
675858;4336;0;710;545510;1014649
675859;17837;0;6486;4715546;8770915
675870;3873;0;949;427250;794686
675874;3704;0;341;277118;515439
675875;2955;0;341;145923;271418
675876;2171;0;470;77276;143734
675877;583;0;339;49037;91210
675880;4362;0;2001;558712;1039205
675881;9577;0;1924;527294;980768
675885;4458;0;1286;597943;1112175
675888;3704;0;752;279124;519171
675889;3951;0;682;380035;706866
675890;4517;0;1764;622833;1158470
675892;5328;0;2304;548953;1021052
675893;5340;0;1113;467526;869598
675895;4586;0;592;209612;389879
675896;5612;0;582;560891;1043259
675900;3717;0;1315;863742;1606561
675901;4571;0;1604;243078;452126
675902;6573;0;1730;135715;252431
675903;6086;0;1040;81227;151083
675906;705;0;444;59934;111478
675907;2938;0;1565;143188;266329
675908;2369;0;461;105323;195902
675909;2658;0;448;259732;483102
675910;4466;0;448;167364;311298
675911;2871;0;540;128379;238785
675912;3704;0;600;277208;515607
675914;888;0;651;40021;74439
675917;87334;0;41470;4544806;8453340
675918;5532;0;1600;532695;990814
675924;2481;0;2224;121603;226182
675925;4180;0;2949;479793;892416
675928;2246;0;787;87865;163429
675929;3999;0;890;402373;748414
675932;3431;0;714;232099;431705
675933;3737;0;1149;291802;542753
675965;540;0;414;9000;68053
675966;15643;0;416;202900;100220
675967;569;0;418;24800;1277179
675968;25953;0;610;224900;13380168
675989;7449;0;4949;1301591;2420959
675990;2348;0;387;102162;190022
675991;912;0;434;59674;110995
675992;652;0;327;57157;106312
675993;2894;0;330;133923;249097
675994;864;0;313;38290;71220
675995;902;0;315;58561;108923
675996;1037;0;311;70332;130817
675997;624;0;307;51560;95901
675998;869;0;303;53850;100161
675999;1187;0;445;80471;149676
676000;599;0;442;50174;93324
676001;540;0;296;38553;71708
676002;540;0;296;35200;65472
676003;578;0;296;48499;90209
676004;690;0;296;58392;108610
676005;2294;0;290;94936;176582
676006;540;0;303;39544;73553
676007;569;0;296;46532;86550
676008;2209;0;385;82504;153458
676009;2773;0;389;132915;247222
676010;540;0;298;24280;45161
676011;540;0;304;37253;69291
676012;540;0;292;23794;44258
676013;569;0;298;46453;86403
676014;549;0;298;43448;80813
676015;515;0;298;40039;74472
676016;1391;0;298;70313;130784
676017;614;0;444;51925;96582
676018;599;0;440;50774;94441
676019;540;0;295;19261;35826
676020;540;0;295;19261;35826
676021;540;0;295;19261;35826
676022;564;0;295;45643;84897
676023;540;0;289;41321;76857
676024;647;0;301;54643;101637
676025;690;0;295;58275;108392
676026;1572;0;195;76030;141416
676027;540;0;205;37862;70424
676028;657;0;205;55511;103251
676029;540;0;205;32863;61126
676030;540;0;196;22843;42488
676031;1623;0;198;86062;160075
676032;265;0;198;35250;65565
676033;540;0;198;26047;48448
676034;540;0;198;12425;23110
676035;540;0;198;35455;65946
676036;540;0;198;37950;70587
676037;679;0;198;57088;106185
676038;545;0;198;42492;79036
676039;2171;0;198;76941;143110
676040;540;0;198;32581;60600
676041;540;0;189;16641;30953
676042;549;0;223;43372;80672
676043;625;0;228;52579;97798
676044;2359;0;224;103802;193073
676045;540;0;220;19980;37164
676046;540;0;216;39581;73621
676047;540;0;213;19641;36533
676048;1325;0;209;63843;118749
676049;657;0;203;55379;103005
676050;540;0;201;34793;64716
676051;2305;0;197;96189;178912
676052;2171;0;193;77149;143497
676056;4821;0;2937;291380;541968
676057;7444;0;5078;842070;1566250
676058;2927;0;1072;141082;262413
676059;2646;0;1072;49781;92593
676060;2197;0;1149;133182;247719
676061;2740;0;1153;306644;570358
676062;3619;0;3270;240880;448037
676063;4444;0;1071;161102;299651
676064;2232;0;1073;143728;267335
676065;1623;0;1073;85737;159472
676066;5666;0;5798;578205;1075461
676067;893;0;241;57065;106142
676068;4068;0;1066;513171;954499
676069;5692;0;1277;912465;1697185
676070;2661;0;893;260929;485328
676073;2300;0;1929;95370;177389
676076;2870;0;617;67257;125099
676083;3523;0;314;200024;372045
676084;3464;0;308;175344;326140
676085;4193;0;308;104580;194519
676089;3480;0;292;184138;342497
676090;673;0;402;30377;330916
676091;684;0;408;30813;57312
676092;2888;0;407;132030;245576
676093;2650;0;406;254371;473131
676094;2497;0;1200;80583;168436
676097;5032;0;503;296141;550823
676098;749;0;501;33739;62755
676099;4610;0;501;200117;372218
676100;2273;0;292;91909;170951
676101;3443;0;301;167355;311280
676102;3410;0;301;152176;283048
676103;2944;0;280;144002;267844
676104;4246;0;301;116719;217097
676105;3180;0;301;148389;276004
676106;1638;0;301;89992;167386
676107;4171;0;301;100740;187377
676108;563;0;312;26331;57457
676109;2792;0;431;335437;623914
676110;3240;0;421;166361;309431
676111;2493;0;432;165918;308608
676112;7631;0;750;255711;714320
676113;4381;0;749;56502;105094
676114;3560;0;645;215379;400605
676116;445;0;323;27101;50409
676122;2238;0;2501;138548;257701
676124;4351;0;9288;551749;2758484
676125;3797;0;338;403812;751091
676126;4939;0;591;409743;762123
676127;42143;0;36996;2962808;5510823
676130;2763;0;1354;58673;109132
676131;6326;0;1354;588422;1094465
676132;1082;0;395;98514;183237
676133;2081;0;395;106503;198096
676134;4965;0;1805;339944;632297
676135;4209;0;500;108697;202177
676136;10440;0;26020;2181022;4056702
676137;2218;0;695;139780;259991
676138;3672;0;805;262620;488474
676141;5390;0;1425;1154203;2146818
676142;3001;0;480;198132;368527
676143;3634;0;719;402565;748771
676144;3988;0;1133;399680;743406
676145;3918;0;1469;369020;686377
676146;3976;0;1338;471550;877083
676147;3523;0;592;272417;506697
676148;12439;0;9044;800141;1488262
676152;2965;0;595;127222;236633
676154;6300;0;976;104570;192063
676156;3565;0;630;219810;408847
676158;2752;0;910;57965;179055
676159;3009;0;804;77152;143503
676160;2988;0;648;76127;141597
676161;3902;0;727;361595;672567
676162;4341;0;773;547683;1018691
676163;3779;0;706;309679;576003
676164;3591;0;696;332076;617661
676165;3897;0;705;365941;680651
676175;2927;0;1540;140137;260655
676176;6342;0;1671;591548;1100279
676177;6851;0;2971;167993;312467
676178;4701;0;1168;124471;231516
676179;3800;0;1168;319418;594118
676180;3811;0;566;323597;601891
676181;3881;0;752;351222;653274
676182;2905;0;757;136624;254121
676183;578;0;634;47866;89030
676184;3469;0;786;176352;328015
676187;3763;0;676;300973;559810
676188;2292;0;457;30033;55862
676189;5787;0;1410;78609;146213
676190;6401;0;2730;151064;280980
676192;5189;0;864;416615;738280
676193;3646;0;3236;251547;467878
676194;2865;0;500;127180;236554
676195;3042;0;518;201926;375584
